employer_id,periode,expected_contribution,actual_remittance
EMP-0035,2025-01,23446000.0,23675000.0
EMP-0035,2025-02,23453000.0,22957000.0
EMP-0035,2025-03,23085000.0,23117000.0
EMP-0035,2025-04,22082000.0,22318000.0
EMP-0035,2025-05,23231000.0,22834000.0
EMP-0035,2025-06,22829000.0,22815000.0
EMP-0035,2025-07,22091000.0,21646000.0
EMP-0035,2025-08,23044000.0,23043000.0
EMP-0035,2025-09,22985000.0,23290000.0
EMP-0035,2025-10,22124000.0,22185000.0
EMP-0035,2025-11,22365000.0,22262000.0
EMP-0035,2025-12,22457000.0,22696000.0
EMP-0036,2025-01,43348000.0,42963000.0
EMP-0036,2025-02,42513000.0,43172000.0
EMP-0036,2025-03,41470000.0,41540000.0
EMP-0036,2025-04,42622000.0,42444000.0
EMP-0036,2025-05,42745000.0,42901000.0
EMP-0036,2025-06,42122000.0,42305000.0
EMP-0036,2025-07,43764000.0,44313000.0
EMP-0036,2025-08,44212000.0,44457000.0
EMP-0036,2025-09,45008000.0,45410000.0
EMP-0036,2025-10,46008000.0,45964000.0
EMP-0036,2025-11,47450000.0,47229000.0
EMP-0036,2025-12,47610000.0,47591000.0
EMP-0037,2025-01,41031000.0,41384000.0
EMP-0037,2025-02,41768000.0,41988000.0
EMP-0037,2025-03,42048000.0,41749000.0
EMP-0037,2025-04,43376000.0,42910000.0
EMP-0037,2025-05,42352000.0,42633000.0
EMP-0037,2025-06,43759000.0,44525000.0
EMP-0037,2025-07,43934000.0,43909000.0
EMP-0037,2025-08,42538000.0,42960000.0
EMP-0037,2025-09,42078000.0,41576000.0
EMP-0037,2025-10,39640000.0,39997000.0
EMP-0037,2025-11,39595000.0,39519000.0
EMP-0037,2025-12,40015000.0,40267000.0
EMP-0038,2025-01,38875000.0,39747000.0
EMP-0038,2025-02,39271000.0,39570000.0
EMP-0038,2025-03,41136000.0,40792000.0
EMP-0038,2025-04,39504000.0,39061000.0
EMP-0038,2025-05,37467000.0,36805000.0
EMP-0038,2025-06,38158000.0,38165000.0
EMP-0038,2025-07,38174000.0,37853000.0
EMP-0038,2025-08,38952000.0,38269000.0
EMP-0038,2025-09,37328000.0,37777000.0
EMP-0038,2025-10,36225000.0,36285000.0
EMP-0038,2025-11,36647000.0,36773000.0
EMP-0038,2025-12,36170000.0,35814000.0
EMP-0039,2025-01,12407000.0,12517000.0
EMP-0039,2025-02,12135000.0,12092000.0
EMP-0039,2025-03,11927000.0,11819000.0
EMP-0039,2025-04,11813000.0,11862000.0
EMP-0039,2025-05,11999000.0,11944000.0
EMP-0039,2025-06,12213000.0,12388000.0
EMP-0039,2025-07,12416000.0,9357000.0
EMP-0039,2025-08,11867000.0,8944000.0
EMP-0039,2025-09,11909000.0,8975000.0
EMP-0039,2025-10,11582000.0,8729000.0
EMP-0039,2025-11,11763000.0,8865000.0
EMP-0039,2025-12,11749000.0,8855000.0
EMP-0040,2025-01,42187000.0,42987000.0
EMP-0040,2025-02,42885000.0,42547000.0
EMP-0040,2025-03,43147000.0,43208000.0
EMP-0040,2025-04,45632000.0,45028000.0
EMP-0040,2025-05,44073000.0,43735000.0
EMP-0040,2025-06,42793000.0,42642000.0
EMP-0040,2025-07,43137000.0,43267000.0
EMP-0040,2025-08,43421000.0,43010000.0
EMP-0040,2025-09,44009000.0,44071000.0
EMP-0040,2025-10,44542000.0,44093000.0
EMP-0040,2025-11,44507000.0,44647000.0
EMP-0040,2025-12,43044000.0,42930000.0
EMP-0041,2025-01,23757000.0,23725000.0
EMP-0041,2025-02,22155000.0,22037000.0
EMP-0041,2025-03,21866000.0,22038000.0
EMP-0041,2025-04,23028000.0,23218000.0
EMP-0041,2025-05,23434000.0,23355000.0
EMP-0041,2025-06,22567000.0,22477000.0
EMP-0041,2025-07,23849000.0,24304000.0
EMP-0041,2025-08,23466000.0,23579000.0
EMP-0041,2025-09,24870000.0,25033000.0
EMP-0041,2025-10,25233000.0,25580000.0
EMP-0041,2025-11,25529000.0,25451000.0
EMP-0041,2025-12,24754000.0,25112000.0
EMP-0042,2025-01,37427000.0,36702000.0
EMP-0042,2025-02,37000000.0,37651000.0
EMP-0042,2025-03,36362000.0,36120000.0
EMP-0042,2025-04,35176000.0,35364000.0
EMP-0042,2025-05,34432000.0,34667000.0
EMP-0042,2025-06,33939000.0,33769000.0
EMP-0042,2025-07,34673000.0,35017000.0
EMP-0042,2025-08,35573000.0,35895000.0
EMP-0042,2025-09,34349000.0,34336000.0
EMP-0042,2025-10,36928000.0,36582000.0
EMP-0042,2025-11,36625000.0,37157000.0
EMP-0042,2025-12,35962000.0,36082000.0
EMP-0043,2025-01,13734000.0,13902000.0
EMP-0043,2025-02,13869000.0,13545000.0
EMP-0043,2025-03,13482000.0,13569000.0
EMP-0043,2025-04,13587000.0,13518000.0
EMP-0043,2025-05,13163000.0,13153000.0
EMP-0043,2025-06,12979000.0,13090000.0
EMP-0043,2025-07,13367000.0,13115000.0
EMP-0043,2025-08,13622000.0,13528000.0
EMP-0043,2025-09,13673000.0,13725000.0
EMP-0043,2025-10,13494000.0,13268000.0
EMP-0043,2025-11,13124000.0,13166000.0
EMP-0043,2025-12,13271000.0,13114000.0
EMP-0044,2025-01,20073000.0,20436000.0
EMP-0044,2025-02,20060000.0,20175000.0
EMP-0044,2025-03,20049000.0,20196000.0
EMP-0044,2025-04,20032000.0,19832000.0
EMP-0044,2025-05,20014000.0,20019000.0
EMP-0044,2025-06,20403000.0,20330000.0
EMP-0044,2025-07,20279000.0,20377000.0
EMP-0044,2025-08,19389000.0,19531000.0
EMP-0044,2025-09,18803000.0,18781000.0
EMP-0044,2025-10,19928000.0,19951000.0
EMP-0044,2025-11,20124000.0,20073000.0
EMP-0044,2025-12,18928000.0,19267000.0
EMP-0045,2025-01,36139000.0,35734000.0
EMP-0045,2025-02,35987000.0,35493000.0
EMP-0045,2025-03,35827000.0,35936000.0
EMP-0045,2025-04,36243000.0,36019000.0
EMP-0045,2025-05,36636000.0,36263000.0
EMP-0045,2025-06,36072000.0,36212000.0
EMP-0045,2025-07,35553000.0,35171000.0
EMP-0045,2025-08,34262000.0,34306000.0
EMP-0045,2025-09,32475000.0,32402000.0
EMP-0045,2025-10,33432000.0,33401000.0
EMP-0045,2025-11,32990000.0,32698000.0
EMP-0045,2025-12,32324000.0,32030000.0
EMP-0046,2025-01,35664000.0,35549000.0
EMP-0046,2025-02,34421000.0,34978000.0
EMP-0046,2025-03,34824000.0,34286000.0
EMP-0046,2025-04,33664000.0,33816000.0
EMP-0046,2025-05,33711000.0,33318000.0
EMP-0046,2025-06,32644000.0,32696000.0
EMP-0046,2025-07,32848000.0,32851000.0
EMP-0046,2025-08,32784000.0,32864000.0
EMP-0046,2025-09,33303000.0,33877000.0
EMP-0046,2025-10,33003000.0,33304000.0
EMP-0046,2025-11,32843000.0,32819000.0
EMP-0046,2025-12,33080000.0,33569000.0
EMP-0047,2025-01,42816000.0,42406000.0
EMP-0047,2025-02,44750000.0,44233000.0
EMP-0047,2025-03,41936000.0,42657000.0
EMP-0047,2025-04,41515000.0,41574000.0
EMP-0047,2025-05,41487000.0,41796000.0
EMP-0047,2025-06,41431000.0,41001000.0
EMP-0047,2025-07,42752000.0,42495000.0
EMP-0047,2025-08,41668000.0,42320000.0
EMP-0047,2025-09,41735000.0,40916000.0
EMP-0047,2025-10,40807000.0,40915000.0
EMP-0047,2025-11,41901000.0,42430000.0
EMP-0047,2025-12,42348000.0,41599000.0
EMP-0048,2025-01,33624000.0,33630000.0
EMP-0048,2025-02,32807000.0,32063000.0
EMP-0048,2025-03,32276000.0,32217000.0
EMP-0048,2025-04,32346000.0,32439000.0
EMP-0048,2025-05,32301000.0,32377000.0
EMP-0048,2025-06,32298000.0,32639000.0
EMP-0048,2025-07,32140000.0,32195000.0
EMP-0048,2025-08,34365000.0,34435000.0
EMP-0048,2025-09,35106000.0,35254000.0
EMP-0048,2025-10,34114000.0,33997000.0
EMP-0048,2025-11,34215000.0,34231000.0
EMP-0048,2025-12,34290000.0,33855000.0
EMP-0049,2025-01,23343000.0,24181000.0
EMP-0049,2025-02,22883000.0,22986000.0
EMP-0049,2025-03,22500000.0,22340000.0
EMP-0049,2025-04,21931000.0,22266000.0
EMP-0049,2025-05,21733000.0,22175000.0
EMP-0049,2025-06,23114000.0,22986000.0
EMP-0049,2025-07,23089000.0,22943000.0
EMP-0049,2025-08,22045000.0,22452000.0
EMP-0049,2025-09,23580000.0,23324000.0
EMP-0049,2025-10,22313000.0,22428000.0
EMP-0049,2025-11,22738000.0,22677000.0
EMP-0049,2025-12,22778000.0,23001000.0
EMP-0050,2025-11,19707000.0,19849000.0
EMP-0050,2025-12,20069000.0,20114000.0
EMP-0051,2025-01,40304000.0,40448000.0
