employer_id,periode,jumlah_keluar
EMP-0024,2025-05,1
EMP-0024,2025-06,0
EMP-0024,2025-07,0
EMP-0024,2025-08,0
EMP-0024,2025-09,0
EMP-0024,2025-10,0
EMP-0024,2025-11,2
EMP-0024,2025-12,0
EMP-0025,2025-01,0
EMP-0025,2025-02,0
EMP-0025,2025-03,0
EMP-0025,2025-04,0
EMP-0025,2025-05,0
EMP-0025,2025-06,0
EMP-0025,2025-07,1
EMP-0025,2025-08,0
EMP-0025,2025-09,1
EMP-0025,2025-10,0
EMP-0025,2025-11,0
EMP-0025,2025-12,1
EMP-0026,2025-01,1
EMP-0026,2025-02,0
EMP-0026,2025-03,0
EMP-0026,2025-04,0
EMP-0026,2025-05,1
EMP-0026,2025-06,0
EMP-0026,2025-07,0
EMP-0026,2025-08,1
EMP-0026,2025-09,0
EMP-0026,2025-10,1
EMP-0026,2025-11,0
EMP-0026,2025-12,0
EMP-0027,2025-01,0
EMP-0027,2025-02,1
EMP-0027,2025-03,2
EMP-0027,2025-04,0
EMP-0027,2025-05,1
EMP-0027,2025-06,1
EMP-0027,2025-07,3
EMP-0027,2025-08,0
EMP-0027,2025-09,0
EMP-0027,2025-10,0
EMP-0027,2025-11,0
EMP-0027,2025-12,2
EMP-0028,2025-01,1
EMP-0028,2025-02,2
EMP-0028,2025-03,0
EMP-0028,2025-04,1
EMP-0028,2025-05,0
EMP-0028,2025-06,1
EMP-0028,2025-07,0
EMP-0028,2025-08,0
EMP-0028,2025-09,0
EMP-0028,2025-10,0
EMP-0028,2025-11,1
EMP-0028,2025-12,1
EMP-0029,2025-01,0
EMP-0029,2025-02,1
EMP-0029,2025-03,0
EMP-0029,2025-04,0
EMP-0029,2025-05,0
EMP-0029,2025-06,0
EMP-0029,2025-07,0
EMP-0029,2025-08,0
EMP-0029,2025-09,0
EMP-0029,2025-10,1
EMP-0029,2025-11,1
EMP-0029,2025-12,1
EMP-0030,2025-01,0
EMP-0030,2025-02,0
EMP-0030,2025-03,0
EMP-0030,2025-04,1
EMP-0030,2025-05,0
EMP-0030,2025-06,1
EMP-0030,2025-07,0
EMP-0030,2025-08,0
EMP-0030,2025-09,0
EMP-0030,2025-10,0
EMP-0030,2025-11,1
EMP-0030,2025-12,0
EMP-0031,2025-01,2
EMP-0031,2025-02,0
EMP-0031,2025-03,1
EMP-0031,2025-04,1
EMP-0031,2025-05,1
EMP-0031,2025-06,4
EMP-0031,2025-07,0
EMP-0031,2025-08,0
EMP-0031,2025-09,2
EMP-0031,2025-10,0
EMP-0031,2025-11,0
EMP-0031,2025-12,0
EMP-0032,2025-01,0
EMP-0032,2025-02,1
EMP-0032,2025-03,0
EMP-0032,2025-04,0
EMP-0032,2025-05,1
EMP-0032,2025-06,0
EMP-0032,2025-07,0
EMP-0032,2025-08,0
EMP-0032,2025-09,2
EMP-0032,2025-10,0
EMP-0032,2025-11,0
EMP-0032,2025-12,0
EMP-0033,2025-01,0
EMP-0033,2025-02,1
EMP-0033,2025-03,0
EMP-0033,2025-04,0
EMP-0033,2025-05,2
EMP-0033,2025-06,0
EMP-0033,2025-07,0
EMP-0033,2025-08,0
EMP-0033,2025-09,1
EMP-0033,2025-10,2
EMP-0033,2025-11,0
EMP-0033,2025-12,1
EMP-0034,2025-01,0
EMP-0034,2025-02,0
EMP-0034,2025-03,0
EMP-0034,2025-04,1
EMP-0034,2025-05,0
EMP-0034,2025-06,0
EMP-0034,2025-07,2
EMP-0034,2025-08,8
EMP-0034,2025-09,0
EMP-0034,2025-10,0
EMP-0034,2025-11,3
EMP-0034,2025-12,1
EMP-0035,2025-01,0
EMP-0035,2025-02,1
EMP-0035,2025-03,2
EMP-0035,2025-04,0
EMP-0035,2025-05,1
EMP-0035,2025-06,0
EMP-0035,2025-07,1
EMP-0035,2025-08,0
EMP-0035,2025-09,0
EMP-0035,2025-10,1
EMP-0035,2025-11,2
EMP-0035,2025-12,2
EMP-0036,2025-01,2
EMP-0036,2025-02,2
EMP-0036,2025-03,2
EMP-0036,2025-04,4
EMP-0036,2025-05,4
EMP-0036,2025-06,4
EMP-0036,2025-07,3
EMP-0036,2025-08,4
EMP-0036,2025-09,2
EMP-0036,2025-10,2
EMP-0036,2025-11,2
EMP-0036,2025-12,3
EMP-0037,2025-01,1
EMP-0037,2025-02,3
EMP-0037,2025-03,1
EMP-0037,2025-04,1
EMP-0037,2025-05,0
EMP-0037,2025-06,3
EMP-0037,2025-07,1
EMP-0037,2025-08,0
EMP-0037,2025-09,2
EMP-0037,2025-10,1
EMP-0037,2025-11,2
EMP-0037,2025-12,1
EMP-0038,2025-01,2
EMP-0038,2025-02,2
EMP-0038,2025-03,6
EMP-0038,2025-04,5
EMP-0038,2025-05,1
EMP-0038,2025-06,3
EMP-0038,2025-07,0
EMP-0038,2025-08,0
EMP-0038,2025-09,0
EMP-0038,2025-10,1
EMP-0038,2025-11,3
EMP-0038,2025-12,4
EMP-0039,2025-01,0
EMP-0039,2025-02,0
EMP-0039,2025-03,0
EMP-0039,2025-04,0
EMP-0039,2025-05,1
EMP-0039,2025-06,1
EMP-0039,2025-07,1
EMP-0039,2025-08,1
EMP-0039,2025-09,0
EMP-0039,2025-10,0
EMP-0039,2025-11,1
EMP-0039,2025-12,0
EMP-0040,2025-01,0
EMP-0040,2025-02,2
EMP-0040,2025-03,3
EMP-0040,2025-04,3
EMP-0040,2025-05,3
EMP-0040,2025-06,1
EMP-0040,2025-07,1
EMP-0040,2025-08,1
EMP-0040,2025-09,3
EMP-0040,2025-10,5
EMP-0040,2025-11,1
EMP-0040,2025-12,4
EMP-0041,2025-01,1
EMP-0041,2025-02,1
EMP-0041,2025-03,0
EMP-0041,2025-04,3
EMP-0041,2025-05,3
EMP-0041,2025-06,2
EMP-0041,2025-07,2
EMP-0041,2025-08,0
EMP-0041,2025-09,1
EMP-0041,2025-10,0
EMP-0041,2025-11,1
EMP-0041,2025-12,1
EMP-0042,2025-01,3
EMP-0042,2025-02,1
EMP-0042,2025-03,1
EMP-0042,2025-04,2
EMP-0042,2025-05,2
EMP-0042,2025-06,1
EMP-0042,2025-07,2
EMP-0042,2025-08,2
EMP-0042,2025-09,1
EMP-0042,2025-10,4
EMP-0042,2025-11,1
EMP-0042,2025-12,3
EMP-0043,2025-01,2
EMP-0043,2025-02,2
EMP-0043,2025-03,3
EMP-0043,2025-04,0
EMP-0043,2025-05,1
EMP-0043,2025-06,2
EMP-0043,2025-07,0
EMP-0043,2025-08,0
EMP-0043,2025-09,0
EMP-0043,2025-10,1
EMP-0043,2025-11,1
EMP-0043,2025-12,1
EMP-0044,2025-01,1
EMP-0044,2025-02,0
EMP-0044,2025-03,2
EMP-0044,2025-04,0
EMP-0044,2025-05,2
EMP-0044,2025-06,0
EMP-0044,2025-07,0
EMP-0044,2025-08,0
EMP-0044,2025-09,0
EMP-0044,2025-10,0
EMP-0044,2025-11,1
EMP-0044,2025-12,0
EMP-0045,2025-01,1
EMP-0045,2025-02,1
EMP-0045,2025-03,0
EMP-0045,2025-04,1
EMP-0045,2025-05,3
EMP-0045,2025-06,0
EMP-0045,2025-07,0
EMP-0045,2025-08,1
EMP-0045,2025-09,2
EMP-0045,2025-10,1
EMP-0045,2025-11,2
EMP-0045,2025-12,1
EMP-0046,2025-01,0
EMP-0046,2025-02,1
EMP-0046,2025-03,1
EMP-0046,2025-04,0
EMP-0046,2025-05,0
EMP-0046,2025-06,2
EMP-0046,2025-07,1
EMP-0046,2025-08,0
EMP-0046,2025-09,4
EMP-0046,2025-10,0
EMP-0046,2025-11,2
EMP-0046,2025-12,4
EMP-0047,2025-01,1
EMP-0047,2025-02,5
EMP-0047,2025-03,1
EMP-0047,2025-04,4
EMP-0047,2025-05,2
EMP-0047,2025-06,2
EMP-0047,2025-07,1
EMP-0047,2025-08,4
EMP-0047,2025-09,1
EMP-0047,2025-10,1
EMP-0047,2025-11,2
EMP-0047,2025-12,2
EMP-0048,2025-01,0
EMP-0048,2025-02,3
EMP-0048,2025-03,1
EMP-0048,2025-04,2
EMP-0048,2025-05,0
EMP-0048,2025-06,1
EMP-0048,2025-07,2
EMP-0048,2025-08,3
EMP-0048,2025-09,0
EMP-0048,2025-10,0
EMP-0048,2025-11,0
EMP-0048,2025-12,2
EMP-0049,2025-01,2
EMP-0049,2025-02,2
EMP-0049,2025-03,2
EMP-0049,2025-04,1
EMP-0049,2025-05,1
EMP-0049,2025-06,2
EMP-0049,2025-07,1
EMP-0049,2025-08,1
EMP-0049,2025-09,2
EMP-0049,2025-10,1
EMP-0049,2025-11,1
EMP-0049,2025-12,0
EMP-0050,2025-11,0
EMP-0050,2025-12,2
EMP-0051,2025-01,2
EMP-0051,2025-02,1
EMP-0051,2025-03,2
EMP-0051,2025-04,2
EMP-0051,2025-05,1
EMP-0051,2025-06,3
EMP-0051,2025-07,1
EMP-0051,2025-08,2
EMP-0051,2025-09,0
EMP-0051,2025-10,1
EMP-0051,2025-11,3
EMP-0051,2025-12,2
EMP-0052,2025-01,1
EMP-0052,2025-02,2
EMP-0052,2025-03,2
EMP-0052,2025-04,2
EMP-0052,2025-05,2
EMP-0052,2025-06,0
EMP-0052,2025-07,1
EMP-0052,2025-08,3
EMP-0052,2025-09,2
EMP-0052,2025-10,1
EMP-0052,2025-11,2
EMP-0052,2025-12,1
EMP-0053,2025-01,3
EMP-0053,2025-02,1
EMP-0053,2025-03,0
EMP-0053,2025-04,0
EMP-0053,2025-05,2
EMP-0053,2025-06,3
EMP-0053,2025-07,2
EMP-0053,2025-08,0
EMP-0053,2025-09,1
EMP-0053,2025-10,3
EMP-0053,2025-11,2
EMP-0053,2025-12,2
EMP-0054,2025-01,2
EMP-0054,2025-02,1
EMP-0054,2025-03,1
EMP-0054,2025-04,2
EMP-0054,2025-05,3
EMP-0054,2025-06,1
EMP-0054,2025-07,1
EMP-0054,2025-08,0
EMP-0054,2025-09,3
EMP-0054,2025-10,4
EMP-0054,2025-11,2
EMP-0054,2025-12,2
EMP-0055,2025-01,0
EMP-0055,2025-02,0
EMP-0055,2025-03,0
EMP-0055,2025-04,0
EMP-0055,2025-05,0
EMP-0055,2025-06,1
EMP-0055,2025-07,2
EMP-0055,2025-08,0
EMP-0055,2025-09,0
EMP-0055,2025-10,2
EMP-0055,2025-11,5
EMP-0055,2025-12,0
EMP-0056,2025-01,3
EMP-0056,2025-02,3
EMP-0056,2025-03,2
EMP-0056,2025-04,3
EMP-0056,2025-05,2
EMP-0056,2025-06,1
EMP-0056,2025-07,2
EMP-0056,2025-08,1
EMP-0056,2025-09,1
EMP-0056,2025-10,2
EMP-0056,2025-11,2
EMP-0056,2025-12,4
EMP-0057,2025-01,3
EMP-0057,2025-02,1
EMP-0057,2025-03,1
EMP-0057,2025-04,1
EMP-0057,2025-05,1
EMP-0057,2025-06,0
EMP-0057,2025-07,1
EMP-0057,2025-08,2
EMP-0057,2025-09,1
EMP-0057,2025-10,0
EMP-0057,2025-11,1
EMP-0057,2025-12,3
EMP-0058,2025-01,1
EMP-0058,2025-02,2
EMP-0058,2025-03,1
EMP-0058,2025-04,3
EMP-0058,2025-05,3
EMP-0058,2025-06,2
EMP-0058,2025-07,1
EMP-0058,2025-08,1
EMP-0058,2025-09,1
EMP-0058,2025-10,1
EMP-0058,2025-11,2
EMP-0058,2025-12,2
EMP-0059,2025-01,0
EMP-0059,2025-02,0
EMP-0059,2025-03,6
EMP-0059,2025-04,1
EMP-0059,2025-05,0
EMP-0059,2025-06,1
EMP-0059,2025-07,2
EMP-0059,2025-08,1
EMP-0059,2025-09,3
EMP-0059,2025-10,1
EMP-0059,2025-11,1
EMP-0059,2025-12,2
EMP-0060,2025-01,2
EMP-0060,2025-02,2
EMP-0060,2025-03,0
EMP-0060,2025-04,2
EMP-0060,2025-05,0
EMP-0060,2025-06,0
EMP-0060,2025-07,0
EMP-0060,2025-08,0
EMP-0060,2025-09,1
EMP-0060,2025-10,4
EMP-0060,2025-11,1
EMP-0060,2025-12,0
EMP-0061,2025-01,1
EMP-0061,2025-02,2
EMP-0061,2025-03,3
EMP-0061,2025-04,1
EMP-0061,2025-05,4
EMP-0061,2025-06,6
EMP-0061,2025-07,5
EMP-0061,2025-08,3
EMP-0061,2025-09,3
EMP-0061,2025-10,0
EMP-0061,2025-11,4
EMP-0061,2025-12,6
EMP-0062,2025-01,0
EMP-0062,2025-02,0
EMP-0062,2025-03,0
EMP-0062,2025-04,2
EMP-0062,2025-05,0
EMP-0062,2025-06,1
EMP-0062,2025-07,2
EMP-0062,2025-08,0
EMP-0062,2025-09,1
EMP-0062,2025-10,0
EMP-0062,2025-11,1
EMP-0062,2025-12,1
EMP-0063,2025-01,0
EMP-0063,2025-02,0
EMP-0063,2025-03,0
EMP-0063,2025-04,1
EMP-0063,2025-05,4
EMP-0063,2025-06,0
EMP-0063,2025-07,1
EMP-0063,2025-08,0
EMP-0063,2025-09,2
EMP-0063,2025-10,0
EMP-0063,2025-11,0
EMP-0063,2025-12,4
EMP-0064,2025-01,0
EMP-0064,2025-02,1
EMP-0064,2025-03,3
EMP-0064,2025-04,2
EMP-0064,2025-05,3
EMP-0064,2025-06,2
EMP-0064,2025-07,0
EMP-0064,2025-08,1
EMP-0064,2025-09,2
EMP-0064,2025-10,1
EMP-0064,2025-11,2
EMP-0064,2025-12,2
EMP-0065,2025-01,1
EMP-0065,2025-02,0
EMP-0065,2025-03,3
EMP-0065,2025-04,2
EMP-0065,2025-05,3
EMP-0065,2025-06,0
EMP-0065,2025-07,1
EMP-0065,2025-08,4
EMP-0065,2025-09,1
EMP-0065,2025-10,1
EMP-0065,2025-11,0
EMP-0065,2025-12,0
EMP-0066,2025-01,1
EMP-0066,2025-02,4
EMP-0066,2025-03,4
EMP-0066,2025-04,2
EMP-0066,2025-05,2
EMP-0066,2025-06,4
EMP-0066,2025-07,2
EMP-0066,2025-08,3
EMP-0066,2025-09,2
EMP-0066,2025-10,1
EMP-0066,2025-11,1
EMP-0066,2025-12,1
EMP-0067,2025-01,0
EMP-0067,2025-02,1
EMP-0067,2025-03,0
EMP-0067,2025-04,6
EMP-0067,2025-05,2
EMP-0067,2025-06,2
EMP-0067,2025-07,2
EMP-0067,2025-08,2
EMP-0067,2025-09,5
EMP-0067,2025-10,0
EMP-0067,2025-11,1
EMP-0067,2025-12,2
EMP-0068,2025-01,2
EMP-0068,2025-02,0
EMP-0068,2025-03,1
EMP-0068,2025-04,1
EMP-0068,2025-05,2
EMP-0068,2025-06,1
EMP-0068,2025-07,3
EMP-0068,2025-08,1
EMP-0068,2025-09,1
EMP-0068,2025-10,1
EMP-0068,2025-11,1
EMP-0068,2025-12,0
EMP-0069,2025-01,6
EMP-0069,2025-02,6
EMP-0069,2025-03,3
EMP-0069,2025-04,8
EMP-0069,2025-05,5
EMP-0069,2025-06,5
EMP-0069,2025-07,4
EMP-0069,2025-08,4
EMP-0069,2025-09,7
EMP-0069,2025-10,2
EMP-0069,2025-11,5
EMP-0069,2025-12,10
EMP-0070,2025-01,7
EMP-0070,2025-02,2
EMP-0070,2025-03,8
EMP-0070,2025-04,11
EMP-0070,2025-05,3
EMP-0070,2025-06,9
EMP-0070,2025-07,8
EMP-0070,2025-08,9
EMP-0070,2025-09,4
EMP-0070,2025-10,9
EMP-0070,2025-11,11
EMP-0070,2025-12,11
EMP-0071,2025-01,7
EMP-0071,2025-02,1
EMP-0071,2025-03,0
EMP-0071,2025-04,1
EMP-0071,2025-05,5
EMP-0071,2025-06,2
EMP-0071,2025-07,3
EMP-0071,2025-08,5
EMP-0071,2025-09,5
EMP-0071,2025-10,3
EMP-0071,2025-11,1
EMP-0071,2025-12,2
EMP-0072,2025-01,6
EMP-0072,2025-02,8
EMP-0072,2025-03,8
EMP-0072,2025-04,7
EMP-0072,2025-05,12
EMP-0072,2025-06,4
EMP-0072,2025-07,4
EMP-0072,2025-08,1
EMP-0072,2025-09,8
EMP-0072,2025-10,11
EMP-0072,2025-11,7
EMP-0072,2025-12,7
EMP-0073,2025-01,3
EMP-0073,2025-02,4
EMP-0073,2025-03,1
EMP-0073,2025-04,2
EMP-0073,2025-05,4
EMP-0073,2025-06,2
EMP-0073,2025-07,4
EMP-0073,2025-08,3
EMP-0073,2025-09,4
EMP-0073,2025-10,2
EMP-0073,2025-11,1
EMP-0073,2025-12,6
EMP-0074,2025-01,6
EMP-0074,2025-02,11
EMP-0074,2025-03,6
EMP-0074,2025-04,7
EMP-0074,2025-05,7
EMP-0074,2025-06,4
EMP-0074,2025-07,8
EMP-0074,2025-08,5
EMP-0074,2025-09,3
EMP-0074,2025-10,6
EMP-0074,2025-11,6
EMP-0074,2025-12,5
EMP-0075,2025-01,6
EMP-0075,2025-02,7
EMP-0075,2025-03,10
EMP-0075,2025-04,4
EMP-0075,2025-05,7
EMP-0075,2025-06,8
EMP-0075,2025-07,2
EMP-0075,2025-08,2
EMP-0075,2025-09,2
EMP-0075,2025-10,4
EMP-0075,2025-11,5
EMP-0075,2025-12,7
EMP-0076,2025-01,4
EMP-0076,2025-02,12
EMP-0076,2025-03,1
EMP-0076,2025-04,6
EMP-0076,2025-05,4
EMP-0076,2025-06,6
EMP-0076,2025-07,5
EMP-0076,2025-08,10
EMP-0076,2025-09,6
EMP-0076,2025-10,7
EMP-0076,2025-11,9
EMP-0076,2025-12,5
EMP-0077,2025-01,4
EMP-0077,2025-02,4
EMP-0077,2025-03,5
EMP-0077,2025-04,6
EMP-0077,2025-05,9
EMP-0077,2025-06,7
EMP-0077,2025-07,5
EMP-0077,2025-08,7
EMP-0077,2025-09,2
EMP-0077,2025-10,4
EMP-0077,2025-11,3
EMP-0077,2025-12,1
EMP-0078,2025-01,7
EMP-0078,2025-02,3
EMP-0078,2025-03,5
EMP-0078,2025-04,5
EMP-0078,2025-05,10
EMP-0078,2025-06,8
EMP-0078,2025-07,3
EMP-0078,2025-08,8
EMP-0078,2025-09,10
EMP-0078,2025-10,3
EMP-0078,2025-11,6
EMP-0078,2025-12,9
EMP-0079,2025-01,7
EMP-0079,2025-02,9
EMP-0079,2025-03,4
EMP-0079,2025-04,11
EMP-0079,2025-05,7
EMP-0079,2025-06,9
EMP-0079,2025-07,7
EMP-0079,2025-08,7
EMP-0079,2025-09,10
EMP-0079,2025-10,5
EMP-0079,2025-11,7
EMP-0079,2025-12,9
EMP-0080,2025-01,2
EMP-0080,2025-02,3
EMP-0080,2025-03,0
EMP-0080,2025-04,0
EMP-0080,2025-05,2
EMP-0080,2025-06,1
EMP-0080,2025-07,2
EMP-0080,2025-08,1
EMP-0080,2025-09,1
EMP-0080,2025-10,2
EMP-0080,2025-11,4
EMP-0080,2025-12,7
EMP-0081,2025-01,6
EMP-0081,2025-02,11
EMP-0081,2025-03,9
EMP-0081,2025-04,8
EMP-0081,2025-05,10
EMP-0081,2025-06,6
EMP-0081,2025-07,5
EMP-0081,2025-08,11
EMP-0081,2025-09,8
EMP-0081,2025-10,8
EMP-0081,2025-11,8
EMP-0081,2025-12,9
EMP-0082,2025-01,6
EMP-0082,2025-02,2
EMP-0082,2025-03,6
EMP-0082,2025-04,11
EMP-0082,2025-05,4
EMP-0082,2025-06,11
EMP-0082,2025-07,3
EMP-0082,2025-08,6
EMP-0082,2025-09,12
EMP-0082,2025-10,8
EMP-0082,2025-11,6
EMP-0082,2025-12,11
EMP-0083,2025-01,7
EMP-0083,2025-02,9
EMP-0083,2025-03,10
EMP-0083,2025-04,8
EMP-0083,2025-05,8
EMP-0083,2025-06,7
EMP-0083,2025-07,7
EMP-0083,2025-08,6
EMP-0083,2025-09,10
EMP-0083,2025-10,6
EMP-0083,2025-11,9
EMP-0083,2025-12,4
EMP-0084,2025-01,6
EMP-0084,2025-02,9
EMP-0084,2025-03,2
EMP-0084,2025-04,1
EMP-0084,2025-05,4
EMP-0084,2025-06,4
EMP-0084,2025-07,2
EMP-0084,2025-08,3
EMP-0084,2025-09,3
EMP-0084,2025-10,1
EMP-0084,2025-11,3
EMP-0084,2025-12,5
EMP-0085,2025-01,3
EMP-0085,2025-02,5
EMP-0085,2025-03,4
EMP-0085,2025-04,2
EMP-0085,2025-05,1
EMP-0085,2025-06,2
EMP-0085,2025-07,3
EMP-0085,2025-08,0
EMP-0085,2025-09,3
