employer_id,period,expected,actual,gap,gap_pct,over_tol,pidx,late_paid,is_gap,run_len
EMP-0004,2025-03,4217000.0,4231000.0,-14000.0,-0.003319895660422101,False,24303,False,False,0
EMP-0004,2025-04,4225000.0,4195000.0,30000.0,0.007100591715976331,False,24304,False,False,0
EMP-0004,2025-05,4162000.0,4165000.0,-3000.0,-0.0007208073041806823,False,24305,False,False,0
EMP-0004,2025-06,4283000.0,4249000.0,34000.0,0.007938360961942564,False,24306,False,False,0
EMP-0004,2025-07,4147000.0,4109000.0,38000.0,0.009163250542560888,False,24307,False,False,0
EMP-0004,2025-08,4150000.0,4196000.0,-46000.0,-0.01108433734939759,False,24308,False,False,0
EMP-0004,2025-09,4050000.0,4082000.0,-32000.0,-0.007901234567901235,False,24309,False,False,0
EMP-0004,2025-10,4125000.0,4096000.0,29000.0,0.00703030303030303,False,24310,False,False,0
EMP-0004,2025-11,4007000.0,4004000.0,3000.0,0.0007486897928624906,False,24311,False,False,0
EMP-0004,2025-12,4071000.0,4137000.0,-66000.0,-0.016212232866617538,False,24312,False,False,0
EMP-0005,2025-01,6420000.0,6436000.0,-16000.0,-0.0024922118380062306,False,24301,False,False,0
EMP-0005,2025-02,6321000.0,6282000.0,39000.0,0.006169909824394874,False,24302,False,False,0
EMP-0005,2025-03,6238000.0,6228000.0,10000.0,0.0016030779095864058,False,24303,False,False,0
EMP-0005,2025-04,6044000.0,6046000.0,-2000.0,-0.00033090668431502316,False,24304,False,False,0
EMP-0005,2025-05,6149000.0,6093000.0,56000.0,0.009107171897869573,False,24305,False,False,0
EMP-0005,2025-06,6174000.0,6196000.0,-22000.0,-0.0035633300939423387,False,24306,False,False,0
EMP-0005,2025-07,6380000.0,6413000.0,-33000.0,-0.005172413793103448,False,24307,False,False,0
EMP-0005,2025-08,6752000.0,6818000.0,-66000.0,-0.009774881516587678,False,24308,False,False,0
EMP-0005,2025-09,6514000.0,6517000.0,-3000.0,-0.000460546515198035,False,24309,False,False,0
EMP-0005,2025-10,6497000.0,6455000.0,42000.0,0.006464522087117131,False,24310,False,False,0
EMP-0005,2025-11,6676000.0,6708000.0,-32000.0,-0.004793289394847214,False,24311,False,False,0
EMP-0005,2025-12,6801000.0,6831000.0,-30000.0,-0.004411116012351125,False,24312,False,False,0
EMP-0006,2025-01,4535000.0,4502000.0,33000.0,0.007276736493936053,False,24301,False,False,0
EMP-0006,2025-02,4612000.0,4646000.0,-34000.0,-0.007372072853425846,False,24302,False,False,0
EMP-0006,2025-03,4389000.0,4463000.0,-74000.0,-0.016860332649806332,False,24303,False,False,0
EMP-0006,2025-04,4187000.0,4248000.0,-61000.0,-0.014568903749701457,False,24304,False,False,0
EMP-0006,2025-05,4281000.0,3597000.0,684000.0,0.15977575332866154,True,24305,False,True,1
EMP-0006,2025-06,4417000.0,3711000.0,706000.0,0.15983699343445779,True,24306,False,True,2
EMP-0006,2025-07,4328000.0,3636000.0,692000.0,0.1598890942698706,True,24307,False,True,3
EMP-0006,2025-08,4368000.0,3670000.0,698000.0,0.15979853479853479,True,24308,False,True,4
EMP-0006,2025-09,4369000.0,3671000.0,698000.0,0.15976195925841152,True,24309,False,True,5
EMP-0006,2025-10,4379000.0,3679000.0,700000.0,0.15985384791048185,True,24310,False,True,6
EMP-0006,2025-11,4539000.0,3813000.0,726000.0,0.1599471249173827,True,24311,False,True,7
EMP-0006,2025-12,4589000.0,3855000.0,734000.0,0.1599477010241883,True,24312,False,True,8
EMP-0007,2025-01,3736000.0,3702000.0,34000.0,0.009100642398286937,False,24301,False,False,0
EMP-0007,2025-02,3834000.0,3822000.0,12000.0,0.003129890453834116,False,24302,False,False,0
EMP-0007,2025-03,3726000.0,3752000.0,-26000.0,-0.006977992485238862,False,24303,False,False,0
EMP-0007,2025-04,3657000.0,3704000.0,-47000.0,-0.01285206453377085,False,24304,False,False,0
EMP-0007,2025-05,3811000.0,3779000.0,32000.0,0.00839674626082393,False,24305,False,False,0
EMP-0007,2025-06,3649000.0,3632000.0,17000.0,0.004658810633050151,False,24306,False,False,0
EMP-0007,2025-07,3681000.0,3655000.0,26000.0,0.007063298016843249,False,24307,False,False,0
EMP-0007,2025-08,3562000.0,3558000.0,4000.0,0.0011229646266142617,False,24308,False,False,0
EMP-0007,2025-09,3621000.0,3604000.0,17000.0,0.004694835680751174,False,24309,False,False,0
EMP-0007,2025-10,3558000.0,3532000.0,26000.0,0.007307476110174255,False,24310,False,False,0
EMP-0007,2025-11,3689000.0,3743000.0,-54000.0,-0.014638113309840065,False,24311,False,False,0
EMP-0007,2025-12,3770000.0,3704000.0,66000.0,0.01750663129973475,False,24312,False,False,0
EMP-0008,2025-01,3611000.0,3571000.0,40000.0,0.011077263915812794,False,24301,False,False,0
EMP-0008,2025-02,3640000.0,3636000.0,4000.0,0.001098901098901099,False,24302,False,False,0
EMP-0008,2025-03,3716000.0,3740000.0,-24000.0,-0.006458557588805167,False,24303,False,False,0
EMP-0008,2025-04,3750000.0,3788000.0,-38000.0,-0.010133333333333333,False,24304,False,False,0
EMP-0008,2025-05,3705000.0,3699000.0,6000.0,0.0016194331983805667,False,24305,False,False,0
EMP-0008,2025-06,3735000.0,3754000.0,-19000.0,-0.0050870147255689425,False,24306,False,False,0
EMP-0008,2025-07,3730000.0,3659000.0,71000.0,0.01903485254691689,False,24307,False,False,0
EMP-0008,2025-08,3719000.0,3686000.0,33000.0,0.00887335305189567,False,24308,False,False,0
EMP-0008,2025-09,3654000.0,3625000.0,29000.0,0.007936507936507936,False,24309,False,False,0
EMP-0008,2025-10,3700000.0,3736000.0,-36000.0,-0.00972972972972973,False,24310,False,False,0
EMP-0008,2025-11,3644000.0,3659000.0,-15000.0,-0.00411635565312843,False,24311,False,False,0
EMP-0008,2025-12,3486000.0,3486000.0,0.0,0.0,False,24312,False,False,0
EMP-0009,2025-01,5131000.0,5132000.0,-1000.0,-0.00019489378288832586,False,24301,False,False,0
EMP-0009,2025-02,5090000.0,5071000.0,19000.0,0.0037328094302554026,False,24302,False,False,0
EMP-0009,2025-03,5116000.0,5121000.0,-5000.0,-0.000977326035965598,False,24303,False,False,0
EMP-0009,2025-04,4993000.0,4993000.0,0.0,0.0,False,24304,False,False,0
EMP-0009,2025-05,4919000.0,4890000.0,29000.0,0.005895507216914007,False,24305,False,False,0
EMP-0009,2025-06,4788000.0,4759000.0,29000.0,0.006056808688387635,False,24306,False,False,0
EMP-0009,2025-07,4952000.0,4955000.0,-3000.0,-0.0006058158319870759,False,24307,False,False,0
EMP-0009,2025-08,4952000.0,4908000.0,44000.0,0.008885298869143781,False,24308,False,False,0
EMP-0009,2025-09,4907000.0,4937000.0,-30000.0,-0.006113715100876299,False,24309,False,False,0
EMP-0009,2025-10,4905000.0,4873000.0,32000.0,0.006523955147808359,False,24310,False,False,0
EMP-0009,2025-11,5068000.0,4980000.0,88000.0,0.017363851617995266,False,24311,False,False,0
EMP-0009,2025-12,5039000.0,5027000.0,12000.0,0.0023814248858900575,False,24312,False,False,0
EMP-0010,2025-01,6740000.0,6794000.0,-54000.0,-0.008011869436201781,False,24301,False,False,0
EMP-0010,2025-02,6882000.0,6929000.0,-47000.0,-0.006829410055216507,False,24302,False,False,0
EMP-0010,2025-03,6464000.0,6400000.0,64000.0,0.009900990099009901,False,24303,False,False,0
EMP-0010,2025-04,6804000.0,6754000.0,50000.0,0.007348618459729571,False,24304,False,False,0
EMP-0010,2025-05,6803000.0,6853000.0,-50000.0,-0.007349698662354844,False,24305,False,False,0
EMP-0010,2025-06,7039000.0,7062000.0,-23000.0,-0.0032675095894303167,False,24306,False,False,0
EMP-0010,2025-07,7046000.0,7008000.0,38000.0,0.005393130854385467,False,24307,False,False,0
EMP-0010,2025-08,7078000.0,7000000.0,78000.0,0.011020062164453235,False,24308,False,False,0
EMP-0010,2025-09,7091000.0,7125000.0,-34000.0,-0.004794810322944577,False,24309,False,False,0
EMP-0010,2025-10,6896000.0,6781000.0,115000.0,0.016676334106728537,False,24310,False,False,0
EMP-0010,2025-11,7145000.0,6984000.0,161000.0,0.0225332400279916,True,24311,False,True,1
EMP-0010,2025-12,7269000.0,7359000.0,-90000.0,-0.012381345439537762,False,24312,False,False,0
EMP-0011,2025-01,10980000.0,10942000.0,38000.0,0.0034608378870673953,False,24301,False,False,0
EMP-0011,2025-02,10798000.0,10788000.0,10000.0,0.0009260974254491572,False,24302,False,False,0
EMP-0011,2025-03,10838000.0,10861000.0,-23000.0,-0.002122162760656948,False,24303,False,False,0
EMP-0011,2025-04,10134000.0,10208000.0,-74000.0,-0.007302151174264851,False,24304,False,False,0
EMP-0011,2025-05,10609000.0,10549000.0,60000.0,0.005655575454802526,False,24305,False,False,0
EMP-0011,2025-06,10960000.0,10972000.0,-12000.0,-0.0010948905109489052,False,24306,False,False,0
EMP-0011,2025-07,10956000.0,10969000.0,-13000.0,-0.0011865644395764878,False,24307,False,False,0
EMP-0011,2025-08,10739000.0,10722000.0,17000.0,0.001583015178322004,False,24308,False,False,0
EMP-0011,2025-09,10660000.0,10512000.0,148000.0,0.013883677298311446,False,24309,False,False,0
EMP-0011,2025-10,10778000.0,10803000.0,-25000.0,-0.0023195398033030246,False,24310,False,False,0
EMP-0011,2025-11,10001000.0,10050000.0,-49000.0,-0.004899510048995101,False,24311,False,False,0
EMP-0011,2025-12,9761000.0,9766000.0,-5000.0,-0.0005122425980944575,False,24312,False,False,0
EMP-0012,2025-01,10196000.0,10143000.0,53000.0,0.005198116908591605,False,24301,False,False,0
EMP-0012,2025-02,9985000.0,10025000.0,-40000.0,-0.00400600901352028,False,24302,False,False,0
EMP-0012,2025-03,9683000.0,9740000.0,-57000.0,-0.005886605390891253,False,24303,False,False,0
EMP-0012,2025-04,10261000.0,10338000.0,-77000.0,-0.007504141896501316,False,24304,False,False,0
EMP-0012,2025-05,10142000.0,10289000.0,-147000.0,-0.014494182606980871,False,24305,False,False,0
EMP-0012,2025-06,10183000.0,10223000.0,-40000.0,-0.003928115486595306,False,24306,False,False,0
EMP-0012,2025-07,10485000.0,10530000.0,-45000.0,-0.004291845493562232,False,24307,False,False,0
EMP-0012,2025-08,10488000.0,10414000.0,74000.0,0.007055682684973303,False,24308,False,False,0
EMP-0012,2025-09,10082000.0,9944000.0,138000.0,0.013687760365006943,False,24309,False,False,0
EMP-0012,2025-10,10143000.0,10234000.0,-91000.0,-0.008971704623878536,False,24310,False,False,0
EMP-0012,2025-11,9910000.0,10019000.0,-109000.0,-0.01099899091826438,False,24311,False,False,0
EMP-0012,2025-12,9804000.0,9919000.0,-115000.0,-0.011729906160750715,False,24312,False,False,0
EMP-0013,2025-01,6462000.0,6424000.0,38000.0,0.005880532342927886,False,24301,False,False,0
EMP-0013,2025-02,6818000.0,6789000.0,29000.0,0.004253446758580229,False,24302,False,False,0
EMP-0013,2025-03,6268000.0,6191000.0,77000.0,0.012284620293554562,False,24303,False,False,0
EMP-0013,2025-04,6386000.0,6279000.0,107000.0,0.01675540244284372,False,24304,False,False,0
EMP-0013,2025-05,6203000.0,6188000.0,15000.0,0.0024181847493148475,False,24305,False,False,0
EMP-0013,2025-06,6214000.0,6292000.0,-78000.0,-0.012552301255230125,False,24306,False,False,0
EMP-0013,2025-07,6302000.0,6285000.0,17000.0,0.0026975563313233896,False,24307,False,False,0
EMP-0013,2025-08,6301000.0,6408000.0,-107000.0,-0.016981431518806538,False,24308,False,False,0
EMP-0013,2025-09,6330000.0,6342000.0,-12000.0,-0.0018957345971563982,False,24309,False,False,0
EMP-0013,2025-10,6350000.0,6315000.0,35000.0,0.005511811023622047,False,24310,False,False,0
EMP-0013,2025-11,6218000.0,6221000.0,-3000.0,-0.00048247024766806047,False,24311,False,False,0
EMP-0013,2025-12,6351000.0,6412000.0,-61000.0,-0.009604786647772005,False,24312,False,False,0
EMP-0014,2025-01,8916000.0,9004000.0,-88000.0,-0.00986989681471512,False,24301,False,False,0
EMP-0014,2025-02,8697000.0,8759000.0,-62000.0,-0.007128895021271703,False,24302,False,False,0
EMP-0014,2025-03,8381000.0,8244000.0,137000.0,0.016346498031261186,False,24303,False,False,0
EMP-0014,2025-04,8789000.0,8770000.0,19000.0,0.0021617931505290705,False,24304,False,False,0
EMP-0014,2025-05,8497000.0,8515000.0,-18000.0,-0.0021183947275509,False,24305,False,False,0
EMP-0014,2025-06,8852000.0,8873000.0,-21000.0,-0.0023723452327157704,False,24306,False,False,0
EMP-0014,2025-07,8845000.0,8866000.0,-21000.0,-0.002374222724703222,False,24307,False,False,0
EMP-0014,2025-08,8668000.0,8690000.0,-22000.0,-0.0025380710659898475,False,24308,False,False,0
EMP-0014,2025-09,8693000.0,8672000.0,21000.0,0.002415736799723916,False,24309,False,False,0
EMP-0014,2025-10,8987000.0,8894000.0,93000.0,0.010348280850116836,False,24310,False,False,0
EMP-0014,2025-11,9137000.0,9099000.0,38000.0,0.004158914304476305,False,24311,False,False,0
EMP-0014,2025-12,9379000.0,9344000.0,35000.0,0.0037317411237871843,False,24312,False,False,0
EMP-0015,2025-01,4604000.0,4599000.0,5000.0,0.0010860121633362294,False,24301,False,False,0
EMP-0015,2025-02,4548000.0,4617000.0,-69000.0,-0.015171503957783642,False,24302,False,False,0
EMP-0015,2025-03,4503000.0,4495000.0,8000.0,0.0017765933821896514,False,24303,False,False,0
EMP-0015,2025-04,4506000.0,4469000.0,37000.0,0.008211273857079449,False,24304,False,False,0
EMP-0015,2025-05,4456000.0,4524000.0,-68000.0,-0.01526032315978456,False,24305,False,False,0
EMP-0015,2025-06,4699000.0,4621000.0,78000.0,0.016599276441796127,False,24306,False,False,0
EMP-0015,2025-07,4611000.0,4552000.0,59000.0,0.012795489047928866,False,24307,False,False,0
EMP-0015,2025-08,4576000.0,4605000.0,-29000.0,-0.006337412587412587,False,24308,False,False,0
EMP-0015,2025-09,4447000.0,4356000.0,91000.0,0.020463233640656622,True,24309,False,True,1
EMP-0015,2025-10,4709000.0,4672000.0,37000.0,0.007857294542365683,False,24310,False,False,0
EMP-0015,2025-11,4672000.0,4655000.0,17000.0,0.003638698630136986,False,24311,False,False,0
EMP-0015,2025-12,4957000.0,4925000.0,32000.0,0.0064555174500706075,False,24312,False,False,0
EMP-0016,2025-01,8693000.0,8619000.0,74000.0,0.008512596341884275,False,24301,False,False,0
EMP-0016,2025-02,8392000.0,8401000.0,-9000.0,-0.0010724499523355577,False,24302,False,False,0
EMP-0016,2025-03,8506000.0,8511000.0,-5000.0,-0.0005878203620973431,False,24303,False,False,0
EMP-0016,2025-04,8566000.0,8513000.0,53000.0,0.00618725192621994,False,24304,False,False,0
EMP-0016,2025-05,8487000.0,8376000.0,111000.0,0.013078826440438318,False,24305,False,False,0
EMP-0016,2025-06,8722000.0,8698000.0,24000.0,0.002751662462737904,False,24306,False,False,0
EMP-0016,2025-07,8515000.0,8474000.0,41000.0,0.004815032295948326,False,24307,False,False,0
EMP-0016,2025-08,8477000.0,8498000.0,-21000.0,-0.002477291494632535,False,24308,False,False,0
EMP-0016,2025-09,8267000.0,8226000.0,41000.0,0.004959477440425789,False,24309,False,False,0
EMP-0016,2025-10,8249000.0,8225000.0,24000.0,0.0029094435689174447,False,24310,False,False,0
EMP-0016,2025-11,8198000.0,8264000.0,-66000.0,-0.008050744083922909,False,24311,False,False,0
EMP-0016,2025-12,8355000.0,8471000.0,-116000.0,-0.013883901855176541,False,24312,False,False,0
EMP-0017,2025-01,11722000.0,11751000.0,-29000.0,-0.0024739805493943015,False,24301,False,False,0
EMP-0017,2025-02,11777000.0,11621000.0,156000.0,0.013246157765135434,False,24302,False,False,0
EMP-0017,2025-03,11746000.0,11598000.0,148000.0,0.012600034054146092,False,24303,False,False,0
EMP-0017,2025-04,11520000.0,11646000.0,-126000.0,-0.0109375,False,24304,False,False,0
EMP-0017,2025-05,11628000.0,11654000.0,-26000.0,-0.002235982112143103,False,24305,False,False,0
EMP-0017,2025-06,11633000.0,11604000.0,29000.0,0.0024929081062494626,False,24306,False,False,0
EMP-0017,2025-07,11788000.0,11902000.0,-114000.0,-0.009670851713607058,False,24307,False,False,0
EMP-0017,2025-08,11521000.0,11776000.0,-255000.0,-0.022133495356305877,False,24308,False,False,0
EMP-0017,2025-09,11081000.0,11025000.0,56000.0,0.00505369551484523,False,24309,False,False,0
EMP-0017,2025-10,11592000.0,9021000.0,2571000.0,0.22179089026915114,True,24310,False,True,1
EMP-0017,2025-11,11788000.0,9173000.0,2615000.0,0.22183576518493384,True,24311,False,True,2
EMP-0017,2025-12,11773000.0,9162000.0,2611000.0,0.22177864605453154,True,24312,False,True,3
EMP-0018,2025-01,6609000.0,6610000.0,-1000.0,-0.00015130882130428205,False,24301,False,False,0
EMP-0018,2025-02,6277000.0,6290000.0,-13000.0,-0.0020710530508204557,False,24302,False,False,0
EMP-0018,2025-03,6347000.0,6390000.0,-43000.0,-0.006774854261855995,False,24303,False,False,0
EMP-0018,2025-04,6215000.0,6218000.0,-3000.0,-0.0004827031375703942,False,24304,False,False,0
EMP-0018,2025-05,6296000.0,6266000.0,30000.0,0.004764930114358323,False,24305,False,False,0
EMP-0018,2025-06,6709000.0,6659000.0,50000.0,0.0074526755105082726,False,24306,False,False,0
EMP-0018,2025-07,6430000.0,6393000.0,37000.0,0.0057542768273716955,False,24307,False,False,0
EMP-0018,2025-08,6780000.0,6756000.0,24000.0,0.0035398230088495575,False,24308,False,False,0
EMP-0018,2025-09,7117000.0,7122000.0,-5000.0,-0.000702543206407194,False,24309,False,False,0
EMP-0018,2025-10,7046000.0,7148000.0,-102000.0,-0.014476298609139937,False,24310,False,False,0
EMP-0018,2025-11,6891000.0,7010000.0,-119000.0,-0.017268901465679873,False,24311,False,False,0
EMP-0018,2025-12,6949000.0,7050000.0,-101000.0,-0.014534465390703698,False,24312,False,False,0
EMP-0019,2025-11,11916000.0,11810000.0,106000.0,0.008895602551191675,False,24311,False,False,0
EMP-0019,2025-12,12383000.0,12656000.0,-273000.0,-0.022046353872244205,False,24312,False,False,0
EMP-0020,2025-01,7472000.0,7508000.0,-36000.0,-0.004817987152034261,False,24301,False,False,0
EMP-0020,2025-02,7588000.0,7499000.0,89000.0,0.01172904586188719,False,24302,False,False,0
EMP-0020,2025-03,8011000.0,7988000.0,23000.0,0.0028710523030832606,False,24303,False,False,0
EMP-0020,2025-04,7648000.0,7710000.0,-62000.0,-0.008106694560669456,False,24304,False,False,0
EMP-0020,2025-05,7487000.0,7492000.0,-5000.0,-0.0006678242286630158,False,24305,False,False,0
EMP-0020,2025-06,7423000.0,7364000.0,59000.0,0.007948268893978176,False,24306,False,False,0
EMP-0020,2025-07,7537000.0,7535000.0,2000.0,0.00026535756932466497,False,24307,False,False,0
EMP-0020,2025-08,7828000.0,7839000.0,-11000.0,-0.0014052120592743995,False,24308,False,False,0
EMP-0020,2025-09,7818000.0,7818000.0,0.0,0.0,False,24309,False,False,0
EMP-0020,2025-10,7626000.0,7595000.0,31000.0,0.0040650406504065045,False,24310,False,False,0
EMP-0020,2025-11,7340000.0,7293000.0,47000.0,0.006403269754768392,False,24311,False,False,0
EMP-0020,2025-12,7535000.0,7522000.0,13000.0,0.0017252820172528201,False,24312,False,False,0
EMP-0021,2025-01,6126000.0,6144000.0,-18000.0,-0.002938295788442703,False,24301,False,False,0
EMP-0021,2025-02,5992000.0,6048000.0,-56000.0,-0.009345794392523364,False,24302,False,False,0
EMP-0021,2025-03,6130000.0,6238000.0,-108000.0,-0.017618270799347472,False,24303,False,False,0
EMP-0021,2025-04,5975000.0,6017000.0,-42000.0,-0.00702928870292887,False,24304,False,False,0
EMP-0021,2025-05,6190000.0,6211000.0,-21000.0,-0.003392568659127625,False,24305,False,False,0
EMP-0021,2025-06,6111000.0,6115000.0,-4000.0,-0.0006545573555882834,False,24306,False,False,0
EMP-0021,2025-07,5923000.0,5923000.0,0.0,0.0,False,24307,False,False,0
EMP-0021,2025-08,5974000.0,5954000.0,20000.0,0.0033478406427854034,False,24308,False,False,0
EMP-0021,2025-09,6055000.0,6079000.0,-24000.0,-0.003963666391412056,False,24309,False,False,0
EMP-0021,2025-10,6154000.0,6035000.0,119000.0,0.019337016574585635,False,24310,False,False,0
EMP-0021,2025-11,6194000.0,6244000.0,-50000.0,-0.008072328059412335,False,24311,False,False,0
EMP-0021,2025-12,5973000.0,5952000.0,21000.0,0.0035158211953792064,False,24312,False,False,0
EMP-0022,2025-01,9565000.0,9479000.0,86000.0,0.008991113434396236,False,24301,False,False,0
EMP-0022,2025-02,9848000.0,9810000.0,38000.0,0.003858651502843217,False,24302,False,False,0
EMP-0022,2025-03,9556000.0,9485000.0,71000.0,0.0074298869820008375,False,24303,False,False,0
EMP-0022,2025-04,9658000.0,9896000.0,-238000.0,-0.024642783184924414,False,24304,False,False,0
EMP-0022,2025-05,9859000.0,9819000.0,40000.0,0.00405720661324678,False,24305,False,False,0
EMP-0022,2025-06,9568000.0,9587000.0,-19000.0,-0.0019857859531772575,False,24306,False,False,0
EMP-0022,2025-07,9918000.0,9836000.0,82000.0,0.008267795926598105,False,24307,False,False,0
EMP-0022,2025-08,9769000.0,9861000.0,-92000.0,-0.009417545296345583,False,24308,False,False,0
EMP-0022,2025-09,9745000.0,9627000.0,118000.0,0.01210877373011801,False,24309,False,False,0
EMP-0022,2025-10,9593000.0,9688000.0,-95000.0,-0.009903054310434692,False,24310,False,False,0
EMP-0022,2025-11,10213000.0,10248000.0,-35000.0,-0.003427004797806717,False,24311,False,False,0
EMP-0022,2025-12,10548000.0,10584000.0,-36000.0,-0.0034129692832764505,False,24312,False,False,0
EMP-0023,2025-01,9960000.0,10017000.0,-57000.0,-0.00572289156626506,False,24301,False,False,0
EMP-0023,2025-02,9959000.0,9932000.0,27000.0,0.0027111155738527965,False,24302,False,False,0
EMP-0023,2025-03,10003000.0,10071000.0,-68000.0,-0.006797960611816455,False,24303,False,False,0
EMP-0023,2025-04,9780000.0,9750000.0,30000.0,0.003067484662576687,False,24304,False,False,0
EMP-0023,2025-05,9892000.0,9831000.0,61000.0,0.006166599272139102,False,24305,False,False,0
EMP-0023,2025-06,10346000.0,10254000.0,92000.0,0.008892325536439203,False,24306,False,False,0
EMP-0023,2025-07,9809000.0,9912000.0,-103000.0,-0.010500560709552452,False,24307,False,False,0
EMP-0023,2025-08,9777000.0,9890000.0,-113000.0,-0.0115577375473049,False,24308,False,False,0
EMP-0023,2025-09,9392000.0,9591000.0,-199000.0,-0.02118824531516184,False,24309,False,False,0
EMP-0023,2025-10,9033000.0,9009000.0,24000.0,0.002656924609764198,False,24310,False,False,0
EMP-0023,2025-11,9141000.0,9100000.0,41000.0,0.004485286073733727,False,24311,False,False,0
EMP-0023,2025-12,9013000.0,8963000.0,50000.0,0.005547542438699656,False,24312,False,False,0
EMP-0024,2025-01,9437000.0,9292000.0,145000.0,0.015365052453110099,False,24301,False,False,0
EMP-0024,2025-02,9286000.0,9318000.0,-32000.0,-0.0034460478139134183,False,24302,False,False,0
EMP-0024,2025-03,9281000.0,9299000.0,-18000.0,-0.0019394461803684947,False,24303,False,False,0
EMP-0024,2025-04,9326000.0,9289000.0,37000.0,0.0039674029594681534,False,24304,False,False,0
EMP-0024,2025-05,9488000.0,9607000.0,-119000.0,-0.012542158516020236,False,24305,False,False,0
EMP-0024,2025-06,9139000.0,9058000.0,81000.0,0.00886311412627202,False,24306,False,False,0
EMP-0024,2025-07,9457000.0,9359000.0,98000.0,0.010362694300518135,False,24307,False,False,0
EMP-0024,2025-08,9521000.0,9599000.0,-78000.0,-0.00819241676294507,False,24308,False,False,0
EMP-0024,2025-09,9508000.0,9602000.0,-94000.0,-0.009886411442995372,False,24309,False,False,0
EMP-0024,2025-10,9645000.0,9594000.0,51000.0,0.0052877138413685845,False,24310,False,False,0
EMP-0024,2025-11,9523000.0,9224000.0,299000.0,0.031397668801848154,True,24311,False,True,1
