employer_id,periode,rata2_DPI
EMP-0023,2025-01,5187300.0
EMP-0023,2025-02,5186900.0
EMP-0023,2025-03,5103800.0
EMP-0023,2025-04,5093900.0
EMP-0023,2025-05,5152300.0
EMP-0023,2025-06,5278400.0
EMP-0023,2025-07,5109100.0
EMP-0023,2025-08,5092300.0
EMP-0023,2025-09,5217600.0
EMP-0023,2025-10,5132200.0
EMP-0023,2025-11,5193600.0
EMP-0023,2025-12,5240400.0
EMP-0024,2025-01,4915200.0
EMP-0024,2025-02,4939100.0
EMP-0024,2025-03,4936600.0
EMP-0024,2025-04,4960400.0
EMP-0024,2025-05,4941500.0
EMP-0024,2025-06,4861200.0
EMP-0024,2025-07,4925300.0
EMP-0024,2025-08,4958800.0
EMP-0024,2025-09,5057500.0
EMP-0024,2025-10,5130100.0
EMP-0024,2025-11,5065500.0
EMP-0024,2025-12,4908300.0
EMP-0025,2025-01,4917000.0
EMP-0025,2025-02,4871100.0
EMP-0025,2025-03,4865700.0
EMP-0025,2025-04,5030900.0
EMP-0025,2025-05,4970500.0
EMP-0025,2025-06,4863200.0
EMP-0025,2025-07,4928000.0
EMP-0025,2025-08,4745100.0
EMP-0025,2025-09,4820900.0
EMP-0025,2025-10,4863800.0
EMP-0025,2025-11,4862000.0
EMP-0025,2025-12,5008700.0
EMP-0026,2025-01,5049900.0
EMP-0026,2025-02,4879000.0
EMP-0026,2025-03,4950100.0
EMP-0026,2025-04,4977000.0
EMP-0026,2025-05,5044200.0
EMP-0026,2025-06,4920900.0
EMP-0026,2025-07,4892400.0
EMP-0026,2025-08,4945100.0
EMP-0026,2025-09,5027300.0
EMP-0026,2025-10,4919700.0
EMP-0026,2025-11,4861700.0
EMP-0026,2025-12,4818300.0
EMP-0027,2025-01,5208000.0
EMP-0027,2025-02,5246100.0
EMP-0027,2025-03,5127700.0
EMP-0027,2025-04,5144800.0
EMP-0027,2025-05,5206100.0
EMP-0027,2025-06,5032700.0
EMP-0027,2025-07,5207500.0
EMP-0027,2025-08,5084200.0
EMP-0027,2025-09,5244500.0
EMP-0027,2025-10,5338000.0
EMP-0027,2025-11,5117300.0
EMP-0027,2025-12,5066700.0
EMP-0028,2025-01,4789800.0
EMP-0028,2025-02,4752400.0
EMP-0028,2025-03,4784100.0
EMP-0028,2025-04,4815800.0
EMP-0028,2025-05,4788700.0
EMP-0028,2025-06,4721400.0
EMP-0028,2025-07,4722600.0
EMP-0028,2025-08,4664700.0
EMP-0028,2025-09,4706600.0
EMP-0028,2025-10,4908000.0
EMP-0028,2025-11,4711000.0
EMP-0028,2025-12,4682300.0
EMP-0029,2025-01,4786500.0
EMP-0029,2025-02,4875100.0
EMP-0029,2025-03,4859100.0
EMP-0029,2025-04,4916700.0
EMP-0029,2025-05,4848000.0
EMP-0029,2025-06,4800100.0
EMP-0029,2025-07,4888000.0
EMP-0029,2025-08,4811600.0
EMP-0029,2025-09,4926800.0
EMP-0029,2025-10,4767100.0
EMP-0029,2025-11,4730500.0
EMP-0029,2025-12,4771200.0
EMP-0030,2025-01,4793700.0
EMP-0030,2025-02,4754600.0
EMP-0030,2025-03,4754500.0
EMP-0030,2025-04,4805400.0
EMP-0030,2025-05,4884500.0
EMP-0030,2025-06,4830200.0
EMP-0030,2025-07,4881100.0
EMP-0030,2025-08,4700300.0
EMP-0030,2025-09,4798000.0
EMP-0030,2025-10,4786300.0
EMP-0030,2025-11,4800400.0
EMP-0030,2025-12,4873800.0
EMP-0031,2025-01,4694000.0
EMP-0031,2025-02,4685900.0
EMP-0031,2025-03,4645600.0
EMP-0031,2025-04,4790200.0
EMP-0031,2025-05,4772900.0
EMP-0031,2025-06,4739500.0
EMP-0031,2025-07,4730200.0
EMP-0031,2025-08,4630500.0
EMP-0031,2025-09,4779500.0
EMP-0031,2025-10,4738600.0
EMP-0031,2025-11,4825200.0
EMP-0031,2025-12,4771600.0
EMP-0032,2025-01,5017900.0
EMP-0032,2025-02,4974900.0
EMP-0032,2025-03,4884600.0
EMP-0032,2025-04,4858900.0
EMP-0032,2025-05,4973700.0
EMP-0032,2025-06,4925300.0
EMP-0032,2025-07,5034200.0
EMP-0032,2025-08,5021300.0
EMP-0032,2025-09,4952000.0
EMP-0032,2025-10,4879500.0
EMP-0032,2025-11,5003800.0
EMP-0032,2025-12,4889900.0
EMP-0033,2025-01,4784500.0
EMP-0033,2025-02,4818500.0
EMP-0033,2025-03,4853800.0
EMP-0033,2025-04,4764900.0
EMP-0033,2025-05,4767500.0
EMP-0033,2025-06,4795400.0
EMP-0033,2025-07,4736100.0
EMP-0033,2025-08,4797300.0
EMP-0033,2025-09,4801100.0
EMP-0033,2025-10,4814500.0
EMP-0033,2025-11,4828300.0
EMP-0033,2025-12,4682700.0
EMP-0034,2025-01,4732500.0
EMP-0034,2025-02,4817600.0
EMP-0034,2025-03,4746600.0
EMP-0034,2025-04,4753600.0
EMP-0034,2025-05,4792500.0
EMP-0034,2025-06,4908200.0
EMP-0034,2025-07,4821200.0
EMP-0034,2025-08,4751500.0
EMP-0034,2025-09,4758000.0
EMP-0034,2025-10,4720300.0
EMP-0034,2025-11,4690000.0
EMP-0034,2025-12,4718300.0
EMP-0035,2025-01,4967300.0
EMP-0035,2025-02,4845600.0
EMP-0035,2025-03,4932700.0
EMP-0035,2025-04,4759100.0
EMP-0035,2025-05,5006600.0
EMP-0035,2025-06,4920100.0
EMP-0035,2025-07,4802300.0
EMP-0035,2025-08,4966400.0
EMP-0035,2025-09,5040500.0
EMP-0035,2025-10,4851700.0
EMP-0035,2025-11,4904500.0
EMP-0035,2025-12,4882000.0
EMP-0036,2025-01,4611500.0
EMP-0036,2025-02,4621000.0
EMP-0036,2025-03,4649100.0
EMP-0036,2025-04,4653100.0
EMP-0036,2025-05,4626100.0
EMP-0036,2025-06,4618600.0
EMP-0036,2025-07,4655700.0
EMP-0036,2025-08,4683500.0
EMP-0036,2025-09,4649600.0
EMP-0036,2025-10,4752900.0
EMP-0036,2025-11,4707300.0
EMP-0036,2025-12,4560300.0
EMP-0037,2025-01,4979500.0
EMP-0037,2025-02,4972400.0
EMP-0037,2025-03,4935200.0
EMP-0037,2025-04,4951600.0
EMP-0037,2025-05,4924600.0
EMP-0037,2025-06,5018200.0
EMP-0037,2025-07,4925300.0
EMP-0037,2025-08,4946300.0
EMP-0037,2025-09,5009300.0
EMP-0037,2025-10,4930300.0
EMP-0037,2025-11,4949400.0
EMP-0037,2025-12,4928000.0
EMP-0038,2025-01,4499400.0
EMP-0038,2025-02,4545200.0
EMP-0038,2025-03,4611700.0
EMP-0038,2025-04,4551100.0
EMP-0038,2025-05,4460300.0
EMP-0038,2025-06,4542600.0
EMP-0038,2025-07,4501600.0
EMP-0038,2025-08,4593400.0
EMP-0038,2025-09,4597000.0
EMP-0038,2025-10,4461200.0
EMP-0038,2025-11,4627200.0
EMP-0038,2025-12,4498700.0
EMP-0039,2025-01,4771900.0
EMP-0039,2025-02,4740100.0
EMP-0039,2025-03,4733100.0
EMP-0039,2025-04,4763400.0
EMP-0039,2025-05,4838400.0
EMP-0039,2025-06,4846600.0
EMP-0039,2025-07,5006400.0
EMP-0039,2025-08,4709100.0
EMP-0039,2025-09,4802100.0
EMP-0039,2025-10,4746700.0
EMP-0039,2025-11,4821100.0
EMP-0039,2025-12,4895400.0
EMP-0040,2025-01,4605600.0
EMP-0040,2025-02,4786300.0
EMP-0040,2025-03,4629500.0
EMP-0040,2025-04,4896100.0
EMP-0040,2025-05,4790500.0
EMP-0040,2025-06,4631300.0
EMP-0040,2025-07,4688800.0
EMP-0040,2025-08,4740300.0
EMP-0040,2025-09,4742400.0
EMP-0040,2025-10,4718400.0
EMP-0040,2025-11,4775400.0
EMP-0040,2025-12,4678700.0
EMP-0041,2025-01,4676500.0
EMP-0041,2025-02,4577500.0
EMP-0041,2025-03,4672300.0
EMP-0041,2025-04,4797500.0
EMP-0041,2025-05,4724500.0
EMP-0041,2025-06,4586800.0
EMP-0041,2025-07,4808200.0
EMP-0041,2025-08,4693300.0
EMP-0041,2025-09,4674800.0
EMP-0041,2025-10,4638500.0
EMP-0041,2025-11,4692800.0
EMP-0041,2025-12,4653000.0
EMP-0042,2025-01,4678400.0
EMP-0042,2025-02,4602000.0
EMP-0042,2025-03,4591100.0
EMP-0042,2025-04,4580200.0
EMP-0042,2025-05,4530500.0
EMP-0042,2025-06,4561700.0
EMP-0042,2025-07,4514700.0
EMP-0042,2025-08,4560600.0
EMP-0042,2025-09,4403700.0
EMP-0042,2025-10,4593000.0
EMP-0042,2025-11,4555300.0
EMP-0042,2025-12,4540600.0
EMP-0043,2025-01,4768700.0
EMP-0043,2025-02,4749800.0
EMP-0043,2025-03,4747100.0
EMP-0043,2025-04,4784300.0
EMP-0043,2025-05,4700900.0
EMP-0043,2025-06,4771600.0
EMP-0043,2025-07,4843100.0
EMP-0043,2025-08,4729700.0
EMP-0043,2025-09,4883200.0
EMP-0043,2025-10,4751400.0
EMP-0043,2025-11,4687200.0
EMP-0043,2025-12,4808400.0
EMP-0044,2025-01,4872000.0
EMP-0044,2025-02,4965300.0
EMP-0044,2025-03,4962700.0
EMP-0044,2025-04,5058700.0
EMP-0044,2025-05,5003400.0
EMP-0044,2025-06,5100800.0
EMP-0044,2025-07,5069800.0
EMP-0044,2025-08,4946200.0
EMP-0044,2025-09,4846200.0
EMP-0044,2025-10,5083800.0
EMP-0044,2025-11,5081900.0
EMP-0044,2025-12,4878300.0
EMP-0045,2025-01,5019300.0
EMP-0045,2025-02,4916300.0
EMP-0045,2025-03,5060300.0
EMP-0045,2025-04,5061900.0
EMP-0045,2025-05,5174600.0
EMP-0045,2025-06,5038000.0
EMP-0045,2025-07,5050100.0
EMP-0045,2025-08,5038500.0
EMP-0045,2025-09,4950400.0
EMP-0045,2025-10,5096400.0
EMP-0045,2025-11,4998500.0
EMP-0045,2025-12,4988200.0
EMP-0046,2025-01,4595900.0
EMP-0046,2025-02,4577300.0
EMP-0046,2025-03,4630800.0
EMP-0046,2025-04,4598900.0
EMP-0046,2025-05,4656200.0
EMP-0046,2025-06,4508900.0
EMP-0046,2025-07,4613500.0
EMP-0046,2025-08,4630500.0
EMP-0046,2025-09,4599800.0
EMP-0046,2025-10,4609400.0
EMP-0046,2025-11,4511400.0
EMP-0046,2025-12,4646000.0
EMP-0047,2025-01,4694700.0
EMP-0047,2025-02,4760600.0
EMP-0047,2025-03,4701300.0
EMP-0047,2025-04,4739100.0
EMP-0047,2025-05,4672000.0
EMP-0047,2025-06,4686800.0
EMP-0047,2025-07,4792800.0
EMP-0047,2025-08,4735000.0
EMP-0047,2025-09,4742600.0
EMP-0047,2025-10,4658300.0
EMP-0047,2025-11,4676500.0
EMP-0047,2025-12,4705300.0
EMP-0048,2025-01,4831000.0
EMP-0048,2025-02,4740900.0
EMP-0048,2025-03,4718700.0
EMP-0048,2025-04,4756700.0
EMP-0048,2025-05,4722400.0
EMP-0048,2025-06,4749700.0
EMP-0048,2025-07,4698800.0
EMP-0048,2025-08,4826500.0
EMP-0048,2025-09,4848900.0
EMP-0048,2025-10,4738000.0
EMP-0048,2025-11,4648800.0
EMP-0048,2025-12,4710200.0
EMP-0049,2025-01,4631500.0
EMP-0049,2025-02,4651100.0
EMP-0049,2025-03,4767000.0
EMP-0049,2025-04,4686100.0
EMP-0049,2025-05,4643700.0
EMP-0049,2025-06,4775600.0
EMP-0049,2025-07,4731300.0
EMP-0049,2025-08,4554800.0
EMP-0049,2025-09,4792700.0
EMP-0049,2025-10,4727300.0
EMP-0049,2025-11,4776800.0
EMP-0049,2025-12,4706200.0
EMP-0050,2025-11,4783300.0
EMP-0050,2025-12,4778400.0
EMP-0051,2025-01,4798100.0
EMP-0051,2025-02,4929000.0
EMP-0051,2025-03,5033300.0
EMP-0051,2025-04,5007600.0
EMP-0051,2025-05,4986500.0
EMP-0051,2025-06,4921700.0
EMP-0051,2025-07,4997000.0
EMP-0051,2025-08,4994600.0
EMP-0051,2025-09,4993800.0
EMP-0051,2025-10,5035900.0
EMP-0051,2025-11,5009300.0
EMP-0051,2025-12,4976700.0
EMP-0052,2025-01,4954400.0
EMP-0052,2025-02,4872200.0
EMP-0052,2025-03,4898300.0
EMP-0052,2025-04,4924600.0
EMP-0052,2025-05,4765600.0
EMP-0052,2025-06,4936500.0
EMP-0052,2025-07,4787600.0
EMP-0052,2025-08,5044400.0
EMP-0052,2025-09,4864900.0
EMP-0052,2025-10,4881100.0
EMP-0052,2025-11,4838100.0
EMP-0052,2025-12,4848400.0
EMP-0053,2025-01,4936400.0
EMP-0053,2025-02,4929000.0
EMP-0053,2025-03,4725400.0
EMP-0053,2025-04,4685600.0
EMP-0053,2025-05,4813700.0
EMP-0053,2025-06,4911400.0
EMP-0053,2025-07,4817900.0
EMP-0053,2025-08,4839000.0
EMP-0053,2025-09,4788400.0
EMP-0053,2025-10,4830800.0
EMP-0053,2025-11,4888500.0
EMP-0053,2025-12,4850000.0
EMP-0054,2025-01,4904600.0
EMP-0054,2025-02,5177200.0
EMP-0054,2025-03,4923500.0
EMP-0054,2025-04,5028900.0
EMP-0054,2025-05,4881500.0
EMP-0054,2025-06,4982400.0
EMP-0054,2025-07,5044100.0
EMP-0054,2025-08,4950400.0
EMP-0054,2025-09,5056500.0
EMP-0054,2025-10,4992200.0
EMP-0054,2025-11,5099600.0
EMP-0054,2025-12,5114800.0
EMP-0055,2025-01,4960100.0
EMP-0055,2025-02,4851900.0
EMP-0055,2025-03,4840000.0
EMP-0055,2025-04,4790000.0
EMP-0055,2025-05,4882400.0
EMP-0055,2025-06,4879700.0
EMP-0055,2025-07,4775700.0
EMP-0055,2025-08,4880600.0
EMP-0055,2025-09,4901500.0
EMP-0055,2025-10,4747300.0
EMP-0055,2025-11,4842300.0
EMP-0055,2025-12,4823800.0
EMP-0056,2025-01,4416300.0
EMP-0056,2025-02,4602700.0
EMP-0056,2025-03,4687600.0
EMP-0056,2025-04,4514400.0
EMP-0056,2025-05,4636400.0
EMP-0056,2025-06,4561700.0
EMP-0056,2025-07,4583200.0
EMP-0056,2025-08,4674100.0
EMP-0056,2025-09,4622400.0
EMP-0056,2025-10,4468100.0
EMP-0056,2025-11,4541200.0
EMP-0056,2025-12,4676100.0
EMP-0057,2025-01,4832300.0
EMP-0057,2025-02,4912900.0
EMP-0057,2025-03,4896900.0
EMP-0057,2025-04,4957600.0
EMP-0057,2025-05,4903500.0
EMP-0057,2025-06,5031000.0
EMP-0057,2025-07,4786200.0
EMP-0057,2025-08,4964800.0
EMP-0057,2025-09,4917600.0
EMP-0057,2025-10,4799800.0
EMP-0057,2025-11,4750900.0
EMP-0057,2025-12,4820200.0
EMP-0058,2025-01,4866100.0
EMP-0058,2025-02,4889800.0
EMP-0058,2025-03,4812500.0
EMP-0058,2025-04,4754300.0
EMP-0058,2025-05,4867400.0
EMP-0058,2025-06,4859300.0
EMP-0058,2025-07,4854400.0
EMP-0058,2025-08,4899100.0
EMP-0058,2025-09,4987500.0
EMP-0058,2025-10,4860600.0
EMP-0058,2025-11,4895300.0
EMP-0058,2025-12,4936100.0
EMP-0059,2025-01,4772400.0
EMP-0059,2025-02,4703800.0
EMP-0059,2025-03,4571400.0
EMP-0059,2025-04,4542200.0
EMP-0059,2025-05,4669000.0
EMP-0059,2025-06,4660300.0
EMP-0059,2025-07,4735800.0
EMP-0059,2025-08,4688100.0
EMP-0059,2025-09,4616000.0
EMP-0059,2025-10,4611300.0
EMP-0059,2025-11,4558700.0
EMP-0059,2025-12,4658800.0
EMP-0060,2025-01,4933300.0
EMP-0060,2025-02,4815800.0
EMP-0060,2025-03,4853000.0
EMP-0060,2025-04,4964900.0
EMP-0060,2025-05,4901000.0
EMP-0060,2025-06,4786000.0
EMP-0060,2025-07,4790700.0
EMP-0060,2025-08,4821100.0
EMP-0060,2025-09,4893600.0
EMP-0060,2025-10,4890900.0
EMP-0060,2025-11,4803300.0
EMP-0060,2025-12,4779600.0
EMP-0061,2025-01,4673800.0
EMP-0061,2025-02,4736500.0
EMP-0061,2025-03,4605500.0
EMP-0061,2025-04,4798900.0
EMP-0061,2025-05,4578700.0
EMP-0061,2025-06,4782100.0
EMP-0061,2025-07,4757500.0
EMP-0061,2025-08,4573100.0
EMP-0061,2025-09,4559000.0
EMP-0061,2025-10,4723900.0
EMP-0061,2025-11,4646900.0
EMP-0061,2025-12,4602800.0
EMP-0062,2025-01,4810600.0
EMP-0062,2025-02,4775200.0
EMP-0062,2025-03,4760000.0
EMP-0062,2025-04,4659300.0
EMP-0062,2025-05,4876400.0
EMP-0062,2025-06,4723400.0
EMP-0062,2025-07,4797400.0
EMP-0062,2025-08,4655500.0
EMP-0062,2025-09,4745700.0
EMP-0062,2025-10,4780100.0
EMP-0062,2025-11,4782600.0
EMP-0062,2025-12,4770300.0
EMP-0063,2025-01,4742000.0
EMP-0063,2025-02,4701000.0
EMP-0063,2025-03,4664100.0
EMP-0063,2025-04,4691600.0
EMP-0063,2025-05,4645500.0
EMP-0063,2025-06,4662600.0
EMP-0063,2025-07,4691200.0
EMP-0063,2025-08,4505100.0
EMP-0063,2025-09,4712900.0
EMP-0063,2025-10,4707900.0
EMP-0063,2025-11,4595300.0
EMP-0063,2025-12,4736500.0
EMP-0064,2025-01,4736600.0
EMP-0064,2025-02,4823000.0
EMP-0064,2025-03,4820500.0
EMP-0064,2025-04,4794600.0
EMP-0064,2025-05,4837300.0
EMP-0064,2025-06,4811500.0
EMP-0064,2025-07,4819400.0
EMP-0064,2025-08,4764600.0
EMP-0064,2025-09,4881600.0
EMP-0064,2025-10,4779600.0
EMP-0064,2025-11,4714700.0
EMP-0064,2025-12,4755100.0
EMP-0065,2025-01,3341200.0
EMP-0065,2025-02,3190300.0
EMP-0065,2025-03,3399400.0
EMP-0065,2025-04,3306600.0
EMP-0065,2025-05,3211800.0
EMP-0065,2025-06,3248700.0
EMP-0065,2025-07,3234900.0
EMP-0065,2025-08,3275400.0
EMP-0065,2025-09,3262200.0
EMP-0065,2025-10,3319300.0
EMP-0065,2025-11,3266200.0
EMP-0065,2025-12,3258700.0
EMP-0066,2025-01,4652400.0
EMP-0066,2025-02,4572200.0
EMP-0066,2025-03,4702200.0
EMP-0066,2025-04,4659900.0
EMP-0066,2025-05,4668500.0
EMP-0066,2025-06,4607600.0
EMP-0066,2025-07,4778600.0
EMP-0066,2025-08,4855500.0
EMP-0066,2025-09,4637500.0
EMP-0066,2025-10,4681600.0
EMP-0066,2025-11,4663700.0
EMP-0066,2025-12,4638800.0
EMP-0067,2025-01,4792100.0
EMP-0067,2025-02,4617200.0
EMP-0067,2025-03,4703000.0
EMP-0067,2025-04,4640200.0
